t,model,average,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,type,architecture,weight_type,precision,merged,hub_license,params_b,hub_hearts,available_on_the_hub,model_sha,flagged,moe,date,fullname,url
💬,Korabbit/Llama-2-7b-chat-hf-afr-200step-flan-v2,52.75,52.65,78.04,48.51,45.42,72.93,18.95,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,35e4747656b719af659625092174f188584934c1,TRUE,TRUE,2023-12-04T12:44:49Z,Korabbit/Llama-2-7b-chat-hf-afr-200step-flan-v2,https://huggingface.co/Korabbit/Llama-2-7b-chat-hf-afr-200step-flan-v2
💬,THU-KEG/ADELIE-SFT,52.75,54.1,78.22,47.67,42.75,74.11,19.64,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,TRUE,llama2,0,5,TRUE,91a1142a1302be51fa2dfd5c8a04248b2be57dc9,TRUE,TRUE,2024-05-23T12:23:44Z,THU-KEG/ADELIE-SFT,https://huggingface.co/THU-KEG/ADELIE-SFT
🔶,totally-not-an-llm/EverythingLM-13b-V2-16k,52.75,58.7,80.88,49.69,47.37,73.01,6.82,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,31,TRUE,943f932ae1ae462389e6d2db5273158530749fff,TRUE,TRUE,2023-09-09T10:52:17Z,totally-not-an-llm/EverythingLM-13b-V2-16k,https://huggingface.co/totally-not-an-llm/EverythingLM-13b-V2-16k
🔶,abhishek/autotrain-llama3-8b-open-hermes-sft,52.74,53.07,78.51,61.9,48.68,74.27,0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,other,8,1,TRUE,9269642704d2195f3b5ebd561bf9d9ab14007a3d,TRUE,TRUE,2024-04-19T17:02:24Z,abhishek/autotrain-llama3-8b-open-hermes-sft,https://huggingface.co/abhishek/autotrain-llama3-8b-open-hermes-sft
🔶,junelee/wizard-vicuna-13b,52.73,54.69,79.18,48.88,49.62,74.82,9.17,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",13,76,FALSE,419dc5acc391de54a60d0b041e94e767d1ef2032,TRUE,TRUE,2023-10-16T13:19:55Z,junelee/wizard-vicuna-13b,https://huggingface.co/junelee/wizard-vicuna-13b
🔶,elyza/ELYZA-japanese-Llama-2-13b-fast-instruct,52.72,57.51,81.82,54.52,43.82,75.93,2.73,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,22,TRUE,2a0b52cd72a30d26ef0391c171b64900106a90a6,TRUE,TRUE,2024-01-11T09:22:02Z,elyza/ELYZA-japanese-Llama-2-13b-fast-instruct,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-13b-fast-instruct
🔶,openchat/openchat_8192,52.72,59.56,81.44,46.26,46.7,74.98,7.35,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,0,220,FALSE,f661da5af278fbda8a43b19ff0250e4efc103e3e,TRUE,TRUE,2023-09-09T10:52:17Z,openchat/openchat_8192,https://huggingface.co/openchat/openchat_8192
🔶,migtissera/Synthia-7B-v1.2,52.71,54.35,79.29,49.33,48.92,73.56,10.84,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,10,TRUE,85ea4f4818478084eedd01e958ac5cc7cf64b3bb,TRUE,TRUE,2023-10-16T12:48:18Z,migtissera/Synthia-7B-v1.2,https://huggingface.co/migtissera/Synthia-7B-v1.2
?,PocketDoc/Dans-PersonalityEngine-13b,52.71,58.45,82.3,47.58,41.12,77.51,9.33,"",LlamaForCausalLM,Original,float16,TRUE,,13,1,FALSE,3b37c31e04419adcc91eddb57f24fd6f9ac91938,TRUE,TRUE,2023-09-09T10:52:17Z,PocketDoc/Dans-PersonalityEngine-13b,https://huggingface.co/PocketDoc/Dans-PersonalityEngine-13b
💬,nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,52.71,53.07,77.11,51.03,47.6,71.9,15.54,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,"",6,0,FALSE,3e40fa364e9071af5000bc6fe15ae89b0a7da87c,TRUE,TRUE,2024-02-25T18:59:19Z,nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,https://huggingface.co/nnethercott/orca-open_hermes-llava-v1.5-7b-dpo
🔶,meta-math/MetaMath-13B-V1.0,52.71,49.49,76.48,47.74,41.58,72.45,28.51,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,11,TRUE,0b448f6f64808f8bca94dc871e96a3eae7e95621,TRUE,TRUE,2023-10-16T12:48:18Z,meta-math/MetaMath-13B-V1.0,https://huggingface.co/meta-math/MetaMath-13B-V1.0
🔶,JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,52.71,55.55,77.27,46.75,48.63,74.03,14.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,6,0,TRUE,2950495cb5a6eaabf9ae8b31887e47faa80c5d3b,TRUE,TRUE,2024-03-11T15:44:44Z,JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,https://huggingface.co/JCX-kcuf/Llama-2-7b-hf-gpt-4-80k
💬,Yehoon/yehoon_llama2,52.71,54.78,78.98,51.29,49.17,74.74,7.28,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Adapter,float16,TRUE,llama2,0,0,FALSE,443cb81ce988ea6c0b1e20132c170463d559367e,TRUE,TRUE,2023-10-16T12:48:18Z,Yehoon/yehoon_llama2,https://huggingface.co/Yehoon/yehoon_llama2
🔶,luffycodes/mcq-hal-vicuna-13b-v1.5,52.7,55.97,80.72,52.85,45.03,72.77,8.87,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,"",13,0,FALSE,bb3029bce8347b09c2fd6908475b195bcabe53e3,TRUE,TRUE,2023-10-16T12:48:18Z,luffycodes/mcq-hal-vicuna-13b-v1.5,https://huggingface.co/luffycodes/mcq-hal-vicuna-13b-v1.5
🔶,NousResearch/Nous-Capybara-7B,52.7,55.29,80.73,48.72,51.13,73.32,6.97,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",6,0,FALSE,42dfc6f7d735670e2f3e30b0919708a81f9a0df9,TRUE,TRUE,2023-10-16T12:54:17Z,NousResearch/Nous-Capybara-7B,https://huggingface.co/NousResearch/Nous-Capybara-7B
🔶,HyperbeeAI/Tulpar-7b-v0,52.69,56.31,79.01,52.55,51.68,73.88,2.73,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,22,TRUE,d7c2bc52a3ae13571357f51273ae948caf84400e,TRUE,TRUE,2023-09-09T10:52:17Z,HyperbeeAI/Tulpar-7b-v0,https://huggingface.co/HyperbeeAI/Tulpar-7b-v0
🔶,NousResearch/Capybara-7B,52.69,55.2,80.76,48.8,51.07,73.4,6.9,🔶 fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,TRUE,"",6,0,FALSE,42dfc6f7d735670e2f3e30b0919708a81f9a0df9,TRUE,TRUE,2023-10-16T13:19:55Z,NousResearch/Capybara-7B,https://huggingface.co/NousResearch/Capybara-7B
🔶,Undi95/CodeEngine,52.68,58.36,82.27,54.18,45.18,74.59,1.52,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,0,0,TRUE,f57879831c39f2dcb656cb2c9e9ce5878e92bb44,TRUE,FALSE,2023-10-16T12:48:18Z,Undi95/CodeEngine,https://huggingface.co/Undi95/CodeEngine
🔶,luffycodes/mcq-vicuna-13b-v1.5,52.68,56.66,81.09,53.3,43.99,73.01,8.04,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,"",13,0,FALSE,f769a92cfeffe8ee07beee8814ce7eca7cd62805,TRUE,TRUE,2023-09-09T10:52:17Z,luffycodes/mcq-vicuna-13b-v1.5,https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5
🔶,OpenBuddy/openbuddy-mixtral-8x7b-v16.1-32k,52.68,29.1,82.27,71.37,55.97,77.35,0,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,bfloat16,TRUE,apache-2.0,46,3,TRUE,51086693792910d6bc89398200c5eca8b6930f6f,TRUE,FALSE,2023-12-30T10:33:52Z,OpenBuddy/openbuddy-mixtral-8x7b-v16.1-32k,https://huggingface.co/OpenBuddy/openbuddy-mixtral-8x7b-v16.1-32k
💬,teknium/Mistral-Trismegistus-7B,52.66,54.1,77.91,54.49,49.36,70.17,9.93,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,197,TRUE,0a5752d096ebab21759dbe203f6b7c7f6092faf2,TRUE,TRUE,2023-10-16T12:48:18Z,teknium/Mistral-Trismegistus-7B,https://huggingface.co/teknium/Mistral-Trismegistus-7B
🔶,jondurbin/airoboros-l2-13b-gpt4-m2.0,52.66,59.22,81.02,53.73,39.7,73.64,8.64,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,28,TRUE,a852b77f7d0777092c76898bc83f8e657ca2af3e,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-l2-13b-gpt4-m2.0,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-m2.0
🔶,LeoLM/leo-hessianai-13b,52.65,57.25,81.94,53.65,38.03,76.09,8.95,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,13,27,FALSE,a947965cb07ca12a38ff981fe65b618d7dea28d3,TRUE,TRUE,2023-10-16T12:46:18Z,LeoLM/leo-hessianai-13b,https://huggingface.co/LeoLM/leo-hessianai-13b
💬,Korabbit/Llama-2-7b-chat-hf-afr-200step-flan,52.62,52.47,78.02,48.42,45.47,72.69,18.65,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,03550d05aac147dde6d70b7b63f4a1661ecf5cb3,TRUE,TRUE,2023-11-30T12:38:28Z,Korabbit/Llama-2-7b-chat-hf-afr-200step-flan,https://huggingface.co/Korabbit/Llama-2-7b-chat-hf-afr-200step-flan
🔶,OpenBuddy/openbuddy-mistral-7b-v13.1,52.62,52.56,75.73,56.68,50.44,71.59,8.72,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,19,TRUE,b64386bde3d7850a01df763f5c777c74888d34fc,TRUE,TRUE,2023-10-16T12:54:17Z,OpenBuddy/openbuddy-mistral-7b-v13.1,https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13.1
💬,BramVanroy/GEITje-7B-ultra,52.61,45.48,75.5,50.16,53.36,71.74,19.41,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,7,31,TRUE,e527a64c0439cfc654d1fbe0285269cbe2a9bff6,TRUE,TRUE,2024-04-16T13:14:25Z,BramVanroy/GEITje-7B-ultra,https://huggingface.co/BramVanroy/GEITje-7B-ultra
🔶,heegyu/LIMA-13b-hf,52.61,57.42,81.68,48.72,41.76,77.19,8.87,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,1,TRUE,98faa74a9b41cbd9033904cd58420705936849eb,TRUE,TRUE,2023-09-09T10:52:17Z,heegyu/LIMA-13b-hf,https://huggingface.co/heegyu/LIMA-13b-hf
🔶,LinkSoul/Chinese-Llama-2-7b,52.59,52.99,75.64,50.74,48.94,72.77,14.48,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,openrail,7,306,TRUE,72efd71d7f89d9c46008b7a574faf90300ed9ba8,TRUE,TRUE,2023-10-16T12:48:18Z,LinkSoul/Chinese-Llama-2-7b,https://huggingface.co/LinkSoul/Chinese-Llama-2-7b
🔶,stabilityai/japanese-stablelm-base-gamma-7b,52.59,50.34,77.47,54.75,41.2,73.95,17.82,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,20,TRUE,e1c3840c716485077b688296fefa8e5641249843,TRUE,TRUE,2023-12-11T04:22:29Z,stabilityai/japanese-stablelm-base-gamma-7b,https://huggingface.co/stabilityai/japanese-stablelm-base-gamma-7b
🔶,Locutusque/Mistral-7B-SFT,52.58,46.5,75.69,51.04,52.02,72.77,17.44,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,7,0,TRUE,db1c291a7cbab162ebfb9512f9d27a95b42c6548,TRUE,TRUE,2024-01-05T23:01:31Z,Locutusque/Mistral-7B-SFT,https://huggingface.co/Locutusque/Mistral-7B-SFT
🔶,gmonsoon/MiniCPM-2B-Base,52.56,46.08,70.52,52.61,41.39,65.9,38.89,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,"",3,0,FALSE,cecd6b3d629a72aec5a21858ca043fa1e737522d,TRUE,TRUE,2024-02-10T10:50:00Z,gmonsoon/MiniCPM-2B-Base,https://huggingface.co/gmonsoon/MiniCPM-2B-Base
🔶,indischepartij/MiniCPM-3B-Bacchus,52.55,43.52,70.45,50.49,43.52,66.85,40.49,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,apache-2.0,3,0,TRUE,a950abcd65c24f7b3de09298c38ca8890e8fa269,TRUE,TRUE,2024-02-13T03:21:30Z,indischepartij/MiniCPM-3B-Bacchus,https://huggingface.co/indischepartij/MiniCPM-3B-Bacchus
?,frank098/Wizard-Vicuna-13B-juniper,52.55,55.89,79.75,44.99,54.72,72.69,7.28,"",LlamaForCausalLM,Original,float16,TRUE,"",13,0,FALSE,24f58beb9ed4cf635fc962853ed71d0f4b1909ba,TRUE,TRUE,2023-09-09T10:52:17Z,frank098/Wizard-Vicuna-13B-juniper,https://huggingface.co/frank098/Wizard-Vicuna-13B-juniper
🔶,wahaha1987/llama_13b_sharegpt94k_fastchat,52.55,53.75,79.47,51.5,49.54,72.61,8.42,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,0,FALSE,388bc2f82a1ee8b963c7f94f9c7b6743f7214306,TRUE,TRUE,2023-09-09T10:52:17Z,wahaha1987/llama_13b_sharegpt94k_fastchat,https://huggingface.co/wahaha1987/llama_13b_sharegpt94k_fastchat
🔶,liuchanghf/phi2-mmlu-lora,52.55,62.12,74.05,58.56,44.19,75.37,0.99,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,TRUE,mit,0,0,FALSE,1003b91b4ef71ab1dd4a0daac1ee1fce005b4c2f,TRUE,TRUE,2024-04-10T09:28:32Z,liuchanghf/phi2-mmlu-lora,https://huggingface.co/liuchanghf/phi2-mmlu-lora
🔶,luffycodes/mcq-vicuna-13b-v1.5,52.55,56.23,81.15,53.38,44.08,72.93,7.51,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",13,0,FALSE,f769a92cfeffe8ee07beee8814ce7eca7cd62805,TRUE,TRUE,2023-10-16T12:48:18Z,luffycodes/mcq-vicuna-13b-v1.5,https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5
🔶,uukuguy/speechless-codellama-dolphin-orca-platypus-34b,52.53,52.47,74.13,53.47,47.14,73.24,14.71,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,34,6,TRUE,57e18e617b4fd7ab61bd7da8ee9516513ad76842,TRUE,TRUE,2023-10-16T13:19:55Z,uukuguy/speechless-codellama-dolphin-orca-platypus-34b,https://huggingface.co/uukuguy/speechless-codellama-dolphin-orca-platypus-34b
🔶,speechlessai/speechless-codellama-34b-v1.0,52.53,52.47,74.13,53.47,47.14,73.24,14.71,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,34,0,TRUE,1d64d871cd56da3031e19bc267ef8bd0b85b9936,TRUE,TRUE,2023-10-16T13:27:38Z,speechlessai/speechless-codellama-34b-v1.0,https://huggingface.co/speechlessai/speechless-codellama-34b-v1.0
💬,wang7776/Llama-2-7b-chat-hf-10-attention-sparsity,52.52,52.9,78.18,48.1,45.4,71.43,19.11,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,6,0,TRUE,175ab7c54ff9031936cbcd23edfb82420e438252,TRUE,TRUE,2024-01-26T20:31:36Z,wang7776/Llama-2-7b-chat-hf-10-attention-sparsity,https://huggingface.co/wang7776/Llama-2-7b-chat-hf-10-attention-sparsity
🔶,indischepartij/MiniCPM-3B-Hercules-v2.0,52.52,43.26,71.11,51.82,40.37,66.46,42.08,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,apache-2.0,3,2,TRUE,7564c055f9aaca4094e955b62f68975ec305d675,TRUE,TRUE,2024-02-12T18:31:55Z,indischepartij/MiniCPM-3B-Hercules-v2.0,https://huggingface.co/indischepartij/MiniCPM-3B-Hercules-v2.0
🔶,uukuguy/speechless-codellama-34b-v2.0,52.51,54.35,75.65,54.67,45.21,73.56,11.6,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,llama2,34,15,TRUE,cb81174d72dbe06f8db1c406ef97981532de6f09,TRUE,TRUE,2023-10-16T12:46:18Z,uukuguy/speechless-codellama-34b-v2.0,https://huggingface.co/uukuguy/speechless-codellama-34b-v2.0
🔶,lvkaokao/llama2-7b-hf-chat-lora-v2,52.5,55.03,78.81,51.35,44.05,74.9,10.84,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,FALSE,0b8e61d3325cddbad207cbf885c2b5db6a83a059,TRUE,TRUE,2023-10-16T12:48:18Z,lvkaokao/llama2-7b-hf-chat-lora-v2,https://huggingface.co/lvkaokao/llama2-7b-hf-chat-lora-v2
🔶,jondurbin/airoboros-l2-13b-gpt4-2.0,52.49,59.04,82.82,54.71,36.47,74.19,7.73,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,15,TRUE,ec556571acc6783fea4414e4ca72d291c563b6dc,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-l2-13b-gpt4-2.0,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-2.0
💬,liuda1/Mistral-7B-golden,52.49,60.75,44.42,59.29,53.51,76.64,20.32,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,TRUE,unknown,7,0,TRUE,bc4624485fef5a2e3fcde465eaf2191cb1df1877,TRUE,TRUE,2023-12-12T06:54:51Z,liuda1/Mistral-7B-golden,https://huggingface.co/liuda1/Mistral-7B-golden
🔶,Yukang/Llama-2-13b-longlora-32k-ft,52.49,59.47,82.61,52.13,37.44,75.53,7.73,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",13,8,FALSE,6d17c854025b0bd54ce572ac803f1bb052875dbf,TRUE,TRUE,2023-10-16T12:54:17Z,Yukang/Llama-2-13b-longlora-32k-ft,https://huggingface.co/Yukang/Llama-2-13b-longlora-32k-ft
🔶,genaicore3434/MistralLite-summ-sft-e1,52.48,57.59,80.66,52.28,40.85,76.16,7.35,🔶 fine-tuned on domain-specific datasets,?,Adapter,4bit,TRUE,cc-by-nc-4.0,0,0,FALSE,f8d5d904ff6bd07e59d6fcf484dc71986f856825,TRUE,TRUE,2024-01-21T05:01:38Z,genaicore3434/MistralLite-summ-sft-e1,https://huggingface.co/genaicore3434/MistralLite-summ-sft-e1
🔶,lvkaokao/llama2-7b-hf-chat-lora-v3,52.48,57.25,78.62,50.57,50.62,76.32,1.52,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,1,FALSE,79047f667253c878ad3143b016e3dcb3df707572,TRUE,TRUE,2023-09-09T10:52:17Z,lvkaokao/llama2-7b-hf-chat-lora-v3,https://huggingface.co/lvkaokao/llama2-7b-hf-chat-lora-v3
💬,wang7776/Llama-2-7b-chat-hf-10-sparsity,52.48,53.16,78.26,48.18,45.29,71.59,18.42,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,6,0,TRUE,9dda6f163ab399b0ae0fd19d6fe8ec37d9ff97be,TRUE,TRUE,2023-12-11T04:55:21Z,wang7776/Llama-2-7b-chat-hf-10-sparsity,https://huggingface.co/wang7776/Llama-2-7b-chat-hf-10-sparsity
🔶,beaugogh/Llama2-7b-openorca-mc-v2,52.47,55.55,81.26,48.3,51.49,72.85,5.38,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",6,0,FALSE,1e74a9cca843cdeb8591d4e4f4320dc1870adf1b,TRUE,TRUE,2023-10-16T12:48:18Z,beaugogh/Llama2-7b-openorca-mc-v2,https://huggingface.co/beaugogh/Llama2-7b-openorca-mc-v2
🔶,lizhuang144/llama_mirror_13b_v1.0,52.46,57.59,80.53,48,44.54,76.64,7.43,🔶 fine-tuned on domain-specific datasets,Unknown,Adapter,float16,TRUE,,13,0,FALSE,379cb8f080110f3418155029f534f67a79e25db4,TRUE,TRUE,2023-09-09T10:52:17Z,lizhuang144/llama_mirror_13b_v1.0,https://huggingface.co/lizhuang144/llama_mirror_13b_v1.0
🔶,bofenghuang/vigogne-2-7b-chat,52.45,55.63,78.71,50.98,47.21,74.43,7.73,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,7,24,TRUE,7a1b76feabe3e0ed007ea83ee93f7644156d3b23,TRUE,TRUE,2023-09-09T10:52:17Z,bofenghuang/vigogne-2-7b-chat,https://huggingface.co/bofenghuang/vigogne-2-7b-chat
🔶,yys/gemma-7B-it-firefly,52.45,48.29,71.59,52.99,42.25,67.88,31.69,🔶 fine-tuned on domain-specific datasets,GemmaForCausalLM,Original,bfloat16,TRUE,apache-2.0,8,0,TRUE,a45132c4f73c4b6cbddf24b6df519381f3a1b66d,TRUE,TRUE,2024-03-27T10:00:53Z,yys/gemma-7B-it-firefly,https://huggingface.co/yys/gemma-7B-it-firefly
🔶,ausboss/llama-13b-supercot,52.44,56.06,81.71,45.36,48.55,75.77,7.2,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,8,TRUE,f6953fa162b487a3d4c6bdc7b7951e09576c2ae5,TRUE,TRUE,2023-09-09T10:52:17Z,ausboss/llama-13b-supercot,https://huggingface.co/ausboss/llama-13b-supercot
🔶,camel-ai/CAMEL-13B-Combined-Data,52.44,55.63,79.25,49.74,47.42,75.45,7.13,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,"",13,11,FALSE,6d98f2801f13d89de7978ee9f348a52ea46a24ec,TRUE,TRUE,2023-09-09T10:52:17Z,camel-ai/CAMEL-13B-Combined-Data,https://huggingface.co/camel-ai/CAMEL-13B-Combined-Data
🔶,PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged,52.43,58.79,81.79,48.12,41.24,76.16,8.49,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,13,0,FALSE,a7e5484df8aceae7800ae9301a3954cf74b527e9,TRUE,TRUE,2023-09-09T10:52:17Z,PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged,https://huggingface.co/PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged
💬,Korabbit/Llama-2-7b-chat-hf-afr-300step-flan-v2,52.41,52.56,77.76,48.51,45.14,72.53,17.97,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,7,0,TRUE,a2191bd90b04396016b7420dd14675916056f44a,TRUE,TRUE,2023-12-04T12:44:53Z,Korabbit/Llama-2-7b-chat-hf-afr-300step-flan-v2,https://huggingface.co/Korabbit/Llama-2-7b-chat-hf-afr-300step-flan-v2
💬,TFLai/PuddleJumper-Platypus2-13B-QLoRA-0.80-epoch,52.41,54.52,79.36,55.15,54.32,71.11,0,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,TRUE,"",13,0,FALSE,4b5aabc51907e4cba49f373c6dc09a2634f2fb8a,TRUE,TRUE,2023-09-09T10:52:17Z,TFLai/PuddleJumper-Platypus2-13B-QLoRA-0.80-epoch,https://huggingface.co/TFLai/PuddleJumper-Platypus2-13B-QLoRA-0.80-epoch
🔶,zarakiquemparte/zararp-l2-7b,52.39,56.31,79.19,51.36,51.26,74.51,1.74,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,7,1,TRUE,6032c5106970f98d59925959fbd330ae4b1d1a7e,TRUE,TRUE,2023-10-16T12:48:18Z,zarakiquemparte/zararp-l2-7b,https://huggingface.co/zarakiquemparte/zararp-l2-7b
💬,Unbabel/TowerInstruct-7B-v0.1,52.39,55.46,79,46.88,42.59,73.95,16.45,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,6,58,TRUE,d97a456da8a218425b5171a906a7d9a0c5cd7b2f,TRUE,TRUE,2024-01-12T11:18:27Z,Unbabel/TowerInstruct-7B-v0.1,https://huggingface.co/Unbabel/TowerInstruct-7B-v0.1
🔶,digitous/Alpacino13b,52.39,58.53,81.31,47.92,41.66,76.95,7.96,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,other,13,29,TRUE,7092a5c8dec649694dd66ff8cfe5452ce52e6a40,TRUE,TRUE,2023-10-16T12:48:18Z,digitous/Alpacino13b,https://huggingface.co/digitous/Alpacino13b
💬,tricktreat/Llama-2-7b-chat-hf-guanaco-lora,52.38,52.65,76.68,48.91,43.82,73.4,18.8,"💬 chat models (RLHF, DPO, IFT, ...)",?,Adapter,float16,TRUE,apache-2.0,7,0,TRUE,0704e4f6e162bfa879373f8830bff06944cbd856,TRUE,TRUE,2024-04-16T02:59:45Z,tricktreat/Llama-2-7b-chat-hf-guanaco-lora,https://huggingface.co/tricktreat/Llama-2-7b-chat-hf-guanaco-lora
💬,The-Face-Of-Goonery/Huginn-22b-Prototype,52.36,57.68,80.69,49.81,52.11,71.59,2.27,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,"",21,0,FALSE,29222b05794abb862ad0aaaf3020696c9f599810,TRUE,TRUE,2023-09-09T10:52:17Z,The-Face-Of-Goonery/Huginn-22b-Prototype,https://huggingface.co/The-Face-Of-Goonery/Huginn-22b-Prototype
💬,KnutJaegersberg/Deita-2b,52.35,44.71,70.39,52.79,39.61,65.27,41.32,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,3,2,TRUE,11267fbddbe8652cff32c1f6c7e3e8ca2f48f28c,TRUE,TRUE,2024-02-13T11:04:09Z,KnutJaegersberg/Deita-2b,https://huggingface.co/KnutJaegersberg/Deita-2b
🔶,totally-not-an-llm/EverythingLM-13b-16k,52.33,56.57,80.58,50.18,47.46,72.77,6.44,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,33,TRUE,8456a856a8b115b05e76a7d0d945853b10ac71e2,TRUE,TRUE,2023-10-16T12:48:18Z,totally-not-an-llm/EverythingLM-13b-16k,https://huggingface.co/totally-not-an-llm/EverythingLM-13b-16k
